id_venta,fecha,ciudad,plataforma,genero,precio,cantidad
469,2024-01-11,Medellin,PlayStation,Shooter,120000,2
470,2024-05-21,Bogota,Xbox,Shooter,170000,3
471,2024-03-15,Medellin,Xbox,RPG,130000,3
472,2024-06-11,Bucaramanga,Nintendo,Aventura,100000,4
473,2024-04-19,Bucaramanga,PlayStation,Shooter,180000,2
474,2024-03-29,Barranquilla,PlayStation,Aventura,130000,2
475,2024-04-17,Bogota,PC,Shooter,110000,1
476,2024-04-28,Barranquilla,Nintendo,RPG,180000,4
477,2024-03-23,Bucaramanga,PC,RPG,140000,3
478,2024-03-23,Medellin,Xbox,Aventura,150000,4
479,2024-06-02,Cali,PlayStation,Estrategia,90000,2
480,2024-01-28,Cali,Nintendo,Shooter,100000,4
481,2024-06-13,Medellin,PC,Shooter,150000,1
482,2024-04-20,Cali,PC,Shooter,110000,1
483,2024-02-15,Medellin,PC,Accion,120000,1
484,2024-05-01,Cartagena,Xbox,Deportes,180000,1
485,2024-05-01,Cartagena,Xbox,RPG,160000,4
486,2024-05-06,Cartagena,PC,Deportes,90000,2
487,2024-06-22,Bogota,PC,Shooter,120000,3
488,2024-04-17,Bucaramanga,PC,Aventura,100000,2
489,2024-01-26,Bogota,Xbox,Shooter,160000,2
490,2024-03-18,Cali,Nintendo,Estrategia,130000,4
491,2024-03-09,Bogota,Xbox,RPG,120000,2
492,2024-05-27,Bogota,Xbox,Deportes,130000,1
493,2024-01-05,Bucaramanga,Xbox,Accion,90000,2
494,2024-02-22,Cartagena,PC,Shooter,140000,1
495,2024-01-12,Cartagena,Nintendo,Aventura,130000,2
496,2024-06-05,Medellin,PlayStation,Shooter,130000,3
497,2024-02-13,Cali,PlayStation,Deportes,110000,3
498,2024-05-31,Barranquilla,Xbox,Aventura,90000,3
499,2024-06-25,Medellin,PC,Accion,150000,1
500,2024-06-06,Bucaramanga,PlayStation,RPG,130000,4
